15,766wjq,6,3
15,yueyuanlv,6,6
15,rosa.shen,6,5
15,billhsiau,5,2
15,chungweng0928,5,5
15,uechian14,1,1
15,mike031218,7,8
15,about0506,5,5
16,billhsiau,7,3
16,yueyuanlv,7,5
16,yehkuosu,5,5
16,766wjq,6,5
16,abc343665,5,5
16,mike031218,6,4
16,JasonRoaHu,5,6
16,aser2589,7,6
16,spaceristic,6,5
16,serenacds,6,4
17,stb61307,6,5
17,billhsiau,4,4
17,smith0918,6,2
17,babyish1225,5,1
17,ss27713084,5,4
17,AAmark543,7,3
17,asdpig601405,4,3
17,766wjq,4,3
17,yehkuosu,6,6
17,cokecolalala,6,6
18,766wjq,7,6
18,jerryjerryjerryy,7,1
18,p810530,7,4
18,AAmark543,8,3
18,stb61307,6,5
18,peiru19940227,5,1
18,cokecolalala,8,8
18,about0506,7,4
18,ss27713084,8,7
18,jim4060304,7,3
19,dsc02017,7,3
19,yueyuanlv,7,5
19,wangjin0818,6,3
19,peiru19940227,7,3
19,s067955609,9,9
19,yehkuosu,5,5
19,yunchaohe,7,6
19,aser2589,7,6
19,abc343665,7,5
19,serenacds,7,6
20,gogomaurice72,4,4
20,yueyuanlv,7,5
20,abc343665,7,6
20,stb61307,7,5
20,yunchaohe,6,6
20,s067955609,6,4
20,mobetap,6,4
20,wangjin0818,6,5
20,a0912408595,6,4
20,peiru19940227,5,3
21,dsc02017,7,3
21,yehkuosu,6,6
21,abc343665,5,6
21,wangjin0818,5,3
21,yueyuanlv,5,3
21,rosa.shen,5,6
21,mobetap,5,2
21,ourwayhu,5,1
21,mike031218,7,4
21,babyish1225,6,2
22,766wjq,6,5
22,joeyshia,6,6
22,yunchaohe,7,6
22,peiru19940227,5,4
22,yueyuanlv,6,7
22,abc343665,6,7
22,smith0918,7,2
22,eddy82465,6,5
22,uechian14,5,5
22,jim4060304,7,3
23,billhsiau,7,3
23,asdpig601405,6,3
23,silvster,7,6
23,jim4060304,7,2
23,766wjq,7,3
23,eddy82465,6,5
23,uechian14,5,5
23,peiru19940227,7,5
23,mike031218,8,5
23,mike031218,8,5
24,ss27713084,5,5
24,asdpig601405,4,3
24,spaceristic,3,6
24,a0912408595,3,3
24,peiru19940227,5,5
24,eddy82465,5,5
24,jim4060304,3,2
24,rosa.shen,5,5
24,ourwayhu,6,2
24,wangjin0818,5,3
25,peiru19940227,4,3
25,eddy82465,5,5
25,abc343665,3,7
25,ss27713084,3,3
25,uechian14,1,1
25,spaceristic,4,7
25,rosa.shen,4,6
25,chungweng0928,5,5
25,stb61307,3,6
25,about0506,3,7
26,yehkuosu,6,6
26,serenacds,6,4
26,about0506,7,2
26,ourwayhu,7,5
26,gogomaurice72,7,3
26,mike031218,7,6
26,peiru19940227,7,3
26,jerryjerryjerryy,5,1
26,smith0918,8,3
26,JasonRoaHu,6,6
28,peiru19940227,5,3
28,mike031218,7,6
28,dsc02017,6,3
28,cokecolalala,4,4
28,about0506,4,5
28,yunchaohe,4,4
28,ourwayhu,3,7
28,yueyuanlv,4,5
28,ss27713084,5,3
28,stb61307,4,5
29,mike031218,7,5
29,aser2589,3,3
29,chungweng0928,6,4
29,p810530,3,4
29,wangjin0818,6,5
29,peiru19940227,7,6
29,billhsiau,5,2
29,mobetap,4,7
29,asdpig601405,4,3
29,dsc02017,3,4
30,rosa.shen,6,6
30,mike031218,8,6
30,ss27713084,7,7
30,wangjin0818,7,6
30,serenacds,6,6
30,yehkuosu,6,6
30,billhsiau,8,5
30,ourwayhu,6,5
30,yueyuanlv,6,7
30,joeyshia,7,6
31,rosa.shen,7,7
31,spaceristic,6,6
31,about0506,6,4
31,jim4060304,7,5
31,billhsiau,7,4
31,asdpig601405,7,3
31,mike031218,7,7
31,serenacds,6,7
31,dsc02017,7,4
31,ourwayhu,6,3
32,mike031218,8,7
32,s067955609,7,7
32,billhsiau,6,3
32,yehkuosu,6,6
32,yunchaohe,8,7
32,jerryjerryjerryy,7,2
32,uechian14,6,6
32,about0506,6,5
32,yueyuanlv,7,5
32,dsc02017,9,2
33,gogomaurice72,2,4
33,yueyuanlv,7,6
33,peiru19940227,6,3
33,rosa.shen,6,5
33,stb61307,7,6
33,aser2589,7,6
33,ss27713084,7,6
33,about0506,6,5
33,wangjin0818,6,4
33,766wjq,6,4
34,yunchaohe,7,4
34,billhsiau,6,2
34,peiru19940227,5,3
34,about0506,6,3
34,spaceristic,8,3
34,abc343665,5,3
34,ss27713084,7,4
34,rosa.shen,7,7
34,dsc02017,7,6
34,uechian14,1,1
35,yueyuanlv,7,6
35,cokecolalala,3,6
35,about0506,4,4
35,wangjin0818,6,5
35,abc343665,5,3
35,spaceristic,3,7
35,yunchaohe,4,4
35,yehkuosu,6,6
35,rosa.shen,6,3
35,uechian14,9,9
36,mike031218,7,5
36,766wjq,6,2
36,wangjin0818,6,5
36,stb61307,5,4
36,about0506,5,3
36,yehkuosu,5,5
36,uechian14,9,8
36,dsc02017,7,4
36,ss27713084,5,1
36,jerryjerryjerryy,5,1
37,ss27713084,7,4
37,silvster,6,6
37,uechian14,1,1
37,dsc02017,7,4
37,aser2589,3,4
37,peiru19940227,5,5
37,jim4060304,5,4
37,yueyuanlv,7,4
37,eddy82465,5,5
37,yunchaohe,6,6
38,jim4060304,4,2
38,abc343665,7,7
38,ly250676,7,7
38,eddy82465,7,7
38,aser2589,7,6
38,rosa.shen,6,6
38,about0506,6,4
38,yueyuanlv,7,7
38,ss27713084,7,8
38,peiru19940227,6,4
39,jerryjerryjerryy,5,1
39,silvster,7,6
39,serenacds,6,6
39,rosa.shen,4,6
39,billhsiau,5,3
39,eddy82465,4,5
39,JasonRoaHu,6,7
39,peiru19940227,4,3
39,ss27713084,5,3
39,dsc02017,7,5
40,yunchaohe,5,5
40,eddy82465,3,5
40,jerryjerryjerryy,5,3
40,peiru19940227,5,4
40,asdpig601405,4,3
40,spaceristic,3,6
40,uechian14,1,1
40,a0912408595,5,5
40,wangjin0818,2,7
40,766wjq,4,6
41,mobetap,4,5
41,peiru19940227,5,5
41,chungweng0928,4,6
41,rosa.shen,4,5
41,stb61307,4,5
41,s067955609,9,7
41,yehkuosu,5,5
41,serenacds,3,7
41,mike031218,2,6
41,asdpig601405,4,3
42,uechian14,1,1
42,spaceristic,8,5
42,chungweng0928,6,5
42,peiru19940227,7,5
42,gogomaurice72,9,3
42,JasonRoaHu,6,5
42,jerryjerryjerryy,5,1
42,ss27713084,7,3
42,dsc02017,7,3
42,serenacds,6,6
44,AAmark543,7,2
44,dsc02017,9,7
44,peiru19940227,5,3
44,about0506,6,5
44,yehkuosu,7,5
44,asdpig601405,6,3
44,spaceristic,6,4
44,ss27713084,7,4
44,wangjin0818,6,5
44,abc343665,7,6
45,766wjq,6,3
45,yueyuanlv,5,5
45,smith0918,7,6
45,dsc02017,3,4
45,ss27713084,7,7
45,wangjin0818,7,6
45,jerryjerryjerryy,5,1
45,asdpig601405,6,3
45,mobetap,7,4
45,stb61307,6,6
46,stb61307,7,6
46,ss27713084,7,6
46,asdpig601405,5,3
46,joeyshia,5,5
46,766wjq,7,6
46,yehkuosu,6,6
46,abc343665,5,6
46,p810530,3,6
46,spaceristic,7,6
46,uechian14,7,7
47,asdpig601405,6,3
47,yehkuosu,6,6
47,jim4060304,7,5
47,spaceristic,3,5
47,mobetap,7,6
47,ss27713084,6,6
47,stb61307,7,7
47,abc343665,6,4
47,asdpig601405,6,3
47,uechian14,3,3
48,wangjin0818,6,5
48,smith0918,6,2
48,yueyuanlv,7,5
48,ourwayhu,6,2
48,rosa.shen,5,5
48,a0912408595,5,1
48,766wjq,4,4
48,spaceristic,5,8
48,jim4060304,5,2
48,about0506,7,3
49,rosa.shen,5,5
49,ss27713084,5,2
49,AAmark543,7,1
49,silvster,6,6
49,about0506,2,5
49,eddy82465,5,5
49,mike031218,7,6
49,dsc02017,6,3
49,peiru19940227,5,3
49,smith0918,3,5
50,rosa.shen,6,5
50,chungweng0928,7,3
50,yueyuanlv,6,4
50,gogomaurice72,4,3
50,ss27713084,7,4
50,stb61307,7,5
50,asdpig601405,5,3
50,peiru19940227,5,3
50,yehkuosu,7,7
50,mobetap,6,6
51,mike031218,6,6
51,billhsiau,5,3
51,yehkuosu,6,6
51,yueyuanlv,7,6
51,aser2589,7,5
51,abc343665,7,6
51,ourwayhu,7,4
51,rosa.shen,5,4
51,peiru19940227,5,3
51,about0506,5,6
52,766wjq,5,2
52,aser2589,7,6
52,peiru19940227,5,5
52,silvster,6,6
52,yehkuosu,6,7
52,rosa.shen,6,5
52,abc343665,7,6
52,eddy82465,6,6
52,gogomaurice72,4,3
52,yueyuanlv,7,3
53,abc343665,3,5
53,smith0918,4,3
53,rosa.shen,3,6
53,s067955609,7,3
53,spaceristic,4,6
53,wangjin0818,3,6
53,chungweng0928,3,3
53,dsc02017,7,7
53,yueyuanlv,3,7
53,asdpig601405,4,3
54,jim4060304,4,2
54,joeyshia,4,5
54,about0506,3,5
54,ss27713084,2,2
54,mobetap,3,4
54,silvster,3,4
54,spaceristic,4,5
54,abc343665,2,4
54,yueyuanlv,2,6
54,uechian14,1,1
55,serenacds,3,3
55,aser2589,6,6
55,yehkuosu,3,6
55,stb61307,4,5
55,ss27713084,5,2
55,jim4060304,5,2
55,asdpig601405,4,3
55,peiru19940227,5,3
55,smith0918,3,3
55,cokecolalala,4,4
56,stb61307,6,5
56,rosa.shen,6,5
56,abc343665,6,5
56,mobetap,4,2
56,yueyuanlv,7,3
56,JasonRoaHu,5,5
56,serenacds,4,5
56,dsc02017,1,7
56,eddy82465,7,6
56,peiru19940227,5,3
57,uechian14,1,1
57,766wjq,5,3
57,silvster,4,4
57,billhsiau,5,2
57,JasonRoaHu,5,5
57,chungweng0928,5,5
57,about0506,5,4
57,asdpig601405,4,3
57,rosa.shen,4,6
57,yehkuosu,6,6
58,uechian14,2,2
58,yunchaohe,4,3
58,yueyuanlv,6,5
58,abc343665,7,6
58,peiru19940227,5,5
58,AAmark543,7,2
58,766wjq,6,3
58,serenacds,7,4
58,stb61307,6,6
58,eddy82465,7,6
59,yueyuanlv,5,3
59,uechian14,5,5
59,stb61307,4,5
59,billhsiau,4,2
59,eddy82465,5,5
59,peiru19940227,5,3
59,dsc02017,8,4
59,yunchaohe,4,6
59,mike031218,8,6
59,rosa.shen,5,5
60,wangjin0818,4,5
60,s067955609,3,8
60,ss27713084,3,2
60,jim4060304,5,2
60,mike031218,7,5
60,peiru19940227,4,3
60,billhsiau,3,5
60,mobetap,4,7
60,silvster,4,6
60,jim4060304,5,2
61,peiru19940227,5,3
61,asdpig601405,3,3
61,spaceristic,2,7
61,mobetap,5,7
61,about0506,4,6
61,uechian14,7,7
61,billhsiau,3,3
61,yehkuosu,4,6
61,eddy82465,5,5
61,mike031218,7,7
62,rosa.shen,6,5
62,ss27713084,7,7
62,silvster,7,6
62,dsc02017,7,2
62,gogomaurice72,7,6
62,uechian14,1,1
62,wangjin0818,4,5
62,asdpig601405,6,3
62,jerryjerryjerryy,5,1
62,peiru19940227,5,3
63,stb61307,5,5
63,abc343665,6,3
63,gogomaurice72,4,4
63,rosa.shen,6,5
63,yehkuosu,4,6
63,billhsiau,5,2
63,aser2589,6,4
63,mike031218,6,4
63,smith0918,6,3
63,joeyshia,5,3
64,mobetap,5,6
64,766wjq,4,7
64,stb61307,3,7
64,silvster,3,6
64,joeyshia,3,5
64,asdpig601405,4,3
64,babyish1225,4,1
64,serenacds,3,6
64,uechian14,1,1
64,yehkuosu,3,6
65,yehkuosu,6,6
65,cokecolalala,6,6
65,ss27713084,8,7
65,mike031218,7,7
65,stb61307,5,7
65,smith0918,8,7
65,ourwayhu,7,7
65,babyish1225,5,1
65,serenacds,6,6
65,eddy82465,6,6
66,uechian14,5,5
66,chungweng0928,6,7
66,silvster,6,7
66,jim4060304,7,2
66,yueyuanlv,7,8
66,about0506,7,6
66,s067955609,2,8
66,dsc02017,9,6
66,abc343665,7,6
66,smith0918,8,7
67,about0506,6,5
67,joeyshia,7,5
67,silvster,6,6
67,yehkuosu,6,6
67,766wjq,7,4
67,yunchaohe,4,4
67,babyish1225,7,3
67,rosa.shen,7,6
67,yueyuanlv,7,7
67,dsc02017,7,3
68,aser2589,3,4
68,mike031218,3,7
68,joeyshia,3,5
68,ss27713084,3,4
68,rosa.shen,4,7
68,mobetap,3,6
68,spaceristic,3,4
68,babyish1225,4,1
68,766wjq,3,6
68,yueyuanlv,4,2
69,AAmark543,8,5
69,yehkuosu,4,6
69,yueyuanlv,3,6
69,spaceristic,4,7
69,eddy82465,3,6
69,abc343665,3,6
69,about0506,3,5
69,chungweng0928,4,4
69,yunchaohe,4,5
69,cokecolalala,3,4
70,s067955609,3,9
70,babyish1225,3,3
70,chungweng0928,2,7
70,yueyuanlv,3,6
70,abc343665,3,3
70,asdpig601405,4,3
70,yehkuosu,4,6
70,peiru19940227,2,9
70,mike031218,1,8
70,silvster,3,7
71,ss27713084,6,5
71,uechian14,1,1
71,about0506,4,5
71,eddy82465,5,5
71,silvster,3,6
71,dsc02017,4,3
71,joeyshia,5,3
71,s067955609,4,4
71,spaceristic,6,6
71,serenacds,4,6
72,mobetap,6,3
72,rosa.shen,6,3
72,yehkuosu,5,5
72,766wjq,6,4
72,peiru19940227,5,3
72,jim4060304,8,1
72,uechian14,1,1
72,s067955609,9,9
72,abc343665,7,6
72,about0506,6,5
73,yunchaohe,6,4
73,AAmark543,5,1
73,yueyuanlv,5,5
73,yehkuosu,6,6
73,stb61307,6,5
73,766wjq,5,2
73,peiru19940227,5,3
73,rosa.shen,5,5
73,aser2589,7,6
73,uechian14,1,1
74,rosa.shen,6,3
74,yueyuanlv,6,4
74,ss27713084,6,2
74,uechian14,5,5
74,eddy82465,6,5
74,peiru19940227,5,3
74,mike031218,6,6
74,766wjq,8,2
74,cokecolalala,7,7
74,jim4060304,7,2
75,rosa.shen,5,4
75,silvster,6,5
75,mobetap,4,6
75,peiru19940227,5,3
75,dsc02017,5,3
75,wangjin0818,5,3
75,uechian14,9,9
75,ourwayhu,6,1
75,jerryjerryjerryy,5,1
75,abc343665,5,4
76,JasonRoaHu,5,5
76,yueyuanlv,7,8
76,spaceristic,4,6
76,billhsiau,7,3
76,uechian14,1,1
76,stb61307,6,5
76,766wjq,6,5
76,mike031218,7,4
76,about0506,6,3
76,yunchaohe,7,5
77,yehkuosu,5,5
77,766wjq,7,3
77,stb61307,6,5
77,spaceristic,4,7
77,billhsiau,6,2
77,abc343665,7,7
77,AAmark543,5,1
77,ss27713084,6,6
77,jerryjerryjerryy,5,1
77,peiru19940227,4,3
78,asdpig601405,4,3
78,billhsiau,6,3
78,mobetap,5,3
78,mike031218,7,5
78,jim4060304,6,2
78,abc343665,6,4
78,766wjq,5,3
78,peiru19940227,6,3
78,yehkuosu,6,5
78,spaceristic,4,7
79,smith0918,7,2
79,joeyshia,6,4
79,JasonRoaHu,5,6
79,silvster,6,6
79,billhsiau,5,3
79,mobetap,5,3
79,jim4060304,6,2
79,spaceristic,6,5
79,ss27713084,5,1
79,cokecolalala,6,5
80,yueyuanlv,6,6
80,gogomaurice72,3,4
80,uechian14,1,1
80,babyish1225,4,3
80,s067955609,5,4
80,766wjq,8,7
80,peiru19940227,5,5
80,yunchaohe,7,6
80,rosa.shen,6,6
80,wangjin0818,6,5
81,peiru19940227,5,5
81,eddy82465,6,3
81,uechian14,1,1
81,rosa.shen,5,5
81,spaceristic,5,6
81,766wjq,7,4
81,about0506,6,2
81,yueyuanlv,6,5
81,babyish1225,4,1
81,abc343665,5,5
82,aser2589,6,3
82,spaceristic,3,7
82,billhsiau,7,3
82,rosa.shen,6,6
82,stb61307,7,6
82,uechian14,7,7
82,yueyuanlv,7,6
82,wangjin0818,6,5
82,chungweng0928,7,6
82,babyish1225,7,1
83,about0506,6,3
83,766wjq,6,3
83,smith0918,7,3
83,asdpig601405,5,3
83,asdpig601405,5,3
83,dsc02017,7,3
83,abc343665,6,6
83,eddy82465,5,2
83,uechian14,8,8
83,stb61307,5,3
84,766wjq,8,6
84,yueyuanlv,8,8
84,yehkuosu,6,6
84,abc343665,7,5
84,rosa.shen,6,5
84,about0506,6,5
84,babyish1225,7,3
84,ss27713084,8,7
84,AAmark543,8,6
84,peiru19940227,6,5
86,serenacds,3,6
86,abc343665,5,4
86,joeyshia,3,6
86,yueyuanlv,3,7
86,uechian14,1,1
86,about0506,2,6
86,aser2589,3,3
86,peiru19940227,3,5
86,jim4060304,5,2
86,yehkuosu,4,6
87,jim4060304,3,6
87,766wjq,3,7
87,billhsiau,3,3
87,s067955609,3,6
87,yueyuanlv,2,8
87,spaceristic,4,7
87,serenacds,3,8
87,yehkuosu,5,5
87,abc343665,3,7
87,ss27713084,3,4
88,mike031218,7,5
88,abc343665,6,5
88,eddy82465,7,6
88,silvster,6,6
88,yehkuosu,6,6
88,asdpig601405,5,3
88,s067955609,7,6
88,stb61307,6,5
88,jerryjerryjerryy,7,1
88,spaceristic,3,7
89,yehkuosu,3,5
89,rosa.shen,4,5
89,jerryjerryjerryy,5,1
89,spaceristic,4,9
89,yueyuanlv,3,6
89,peiru19940227,5,3
89,766wjq,3,5
89,eddy82465,3,5
89,stb61307,3,6
89,mobetap,4,5
90,cokecolalala,7,7
90,yehkuosu,6,6
90,abc343665,7,6
90,mike031218,6,4
90,yueyuanlv,3,7
90,ss27713084,6,3
90,stb61307,6,5
90,766wjq,8,6
90,billhsiau,5,2
90,silvster,7,6
91,mobetap,6,3
91,uechian14,7,7
91,rosa.shen,5,5
91,dsc02017,7,2
91,766wjq,6,3
91,yunchaohe,5,5
91,abc343665,5,5
91,ss27713084,6,3
91,jim4060304,5,2
91,gogomaurice72,3,4
92,ss27713084,6,5
92,mobetap,6,6
92,abc343665,6,5
92,eddy82465,7,6
92,silvster,7,6
92,AAmark543,7,1
92,yueyuanlv,7,5
92,yehkuosu,6,6
92,chungweng0928,7,6
92,dsc02017,7,4
93,jim4060304,6,2
93,abc343665,7,7
93,spaceristic,5,5
93,peiru19940227,5,3
93,766wjq,6,4
93,yehkuosu,6,6
93,mike031218,7,8
93,ourwayhu,7,3
93,rosa.shen,6,5
93,ss27713084,7,3
94,peiru19940227,5,4
94,smith0918,8,6
94,yueyuanlv,7,5
94,uechian14,5,5
94,wangjin0818,6,5
94,ourwayhu,6,2
94,rosa.shen,6,6
94,AAmark543,7,1
94,jerryjerryjerryy,5,1
94,spaceristic,7,6
95,abc343665,7,4
95,billhsiau,6,2
95,asdpig601405,7,3
95,eddy82465,7,5
95,babyish1225,7,2
95,jerryjerryjerryy,7,3
95,spaceristic,7,5
95,peiru19940227,7,3
95,yunchaohe,6,7
95,mike031218,6,4
96,jerryjerryjerryy,7,2
96,asdpig601405,7,4
96,aser2589,7,6
96,spaceristic,4,7
96,gogomaurice72,4,4
96,about0506,6,3
96,mobetap,4,6
96,766wjq,7,7
96,joeyshia,7,5
96,stb61307,7,6
97,silvster,7,7
97,babyish1225,7,3
97,jerryjerryjerryy,7,3
97,jim4060304,6,5
97,yehkuosu,6,5
97,about0506,7,4
97,mobetap,7,5
97,eddy82465,7,7
97,s067955609,9,7
97,ourwayhu,6,4
98,billhsiau,7,3
98,jim4060304,6,3
98,silvster,6,6
98,rosa.shen,5,5
98,abc343665,7,7
98,yunchaohe,6,4
98,eddy82465,4,6
98,yehkuosu,6,6
98,s067955609,7,7
98,about0506,6,4
99,peiru19940227,7,5
99,silvster,7,6
99,spaceristic,7,4
99,s067955609,9,4
99,mobetap,6,5
99,ourwayhu,7,4
99,about0506,6,5
99,uechian14,1,1
99,yehkuosu,6,6
99,eddy82465,7,6
100,smith0918,3,2
100,joeyshia,5,5
100,spaceristic,3,7
100,peiru19940227,3,5
100,AAmark543,7,3
100,yehkuosu,4,6
100,abc343665,3,3
100,cokecolalala,2,2
100,dsc02017,3,5
100,uechian14,3,3
101,JasonRoaHu,3,3
101,yunchaohe,4,4
101,rosa.shen,4,5
101,yueyuanlv,5,3
101,eddy82465,7,5
101,uechian14,1,1
101,wangjin0818,5,5
101,jim4060304,5,3
101,ss27713084,3,2
101,ourwayhu,5,1
102,serenacds,3,6
102,yueyuanlv,7,7
102,uechian14,1,1
102,dsc02017,2,7
102,gogomaurice72,2,3
102,joeyshia,5,3
102,rosa.shen,5,5
102,abc343665,5,4
102,billhsiau,4,3
102,aser2589,4,4
103,jim4060304,5,2
103,uechian14,7,7
103,silvster,5,6
103,yehkuosu,5,5
103,cokecolalala,4,4
103,asdpig601405,4,3
103,yunchaohe,3,6
103,abc343665,3,7
103,mobetap,4,6
103,joeyshia,5,4
104,spaceristic,4,6
104,peiru19940227,6,4
104,eddy82465,6,5
104,abc343665,7,4
104,serenacds,6,5
104,jim4060304,5,2
104,uechian14,6,6
104,wangjin0818,7,4
104,stb61307,7,7
104,yehkuosu,7,7
105,yunchaohe,4,4
105,jim4060304,6,2
105,AAmark543,5,1
105,aser2589,7,4
105,peiru19940227,6,4
105,ourwayhu,7,4
105,abc343665,7,7
105,yueyuanlv,7,6
105,rosa.shen,6,5
105,ss27713084,7,6
106,uechian14,6,6
106,s067955609,9,6
106,ss27713084,6,4
106,asdpig601405,7,3
106,serenacds,7,7
106,eddy82465,7,3
106,jerryjerryjerryy,5,1
106,jim4060304,3,3
106,yueyuanlv,7,6
106,766wjq,7,6
107,abc343665,7,6
107,yunchaohe,8,6
107,rosa.shen,7,6
107,cokecolalala,6,7
107,gogomaurice72,1,1
107,eddy82465,7,7
107,peiru19940227,7,5
107,ss27713084,6,5
107,about0506,6,3
107,dsc02017,3,5
108,abc343665,7,6
108,rosa.shen,8,7
108,silvster,7,6
108,asdpig601405,6,3
108,stb61307,8,6
108,dsc02017,9,4
108,uechian14,9,9
108,wangjin0818,3,6
108,yueyuanlv,7,6
108,yunchaohe,3,3
109,uechian14,9,9
109,smith0918,7,4
109,abc343665,7,6
109,spaceristic,5,7
109,AAmark543,5,1
109,chungweng0928,6,6
109,babyish1225,5,1
109,yunchaohe,4,4
109,jim4060304,5,2
109,joeyshia,5,2
110,asdpig601405,4,3
110,mobetap,5,3
110,yueyuanlv,4,4
110,about0506,3,3
110,s067955609,5,5
110,dsc02017,3,5
110,uechian14,5,5
110,yehkuosu,5,5
110,jim4060304,4,2
110,mike031218,3,4
111,stb61307,4,5
111,uechian14,1,1
111,wangjin0818,4,5
111,about0506,4,3
111,766wjq,5,4
111,asdpig601405,4,3
111,AAmark543,5,1
111,serenacds,4,4
111,smith0918,4,1
111,billhsiau,4,2
112,yehkuosu,5,5
112,abc343665,5,3
112,babyish1225,5,1
112,rosa.shen,5,5
112,dsc02017,4,2
112,about0506,4,3
112,AAmark543,5,2
112,mike031218,5,4
112,spaceristic,5,5
112,chungweng0928,5,5
113,asdpig601405,5,3
113,peiru19940227,5,3
113,gogomaurice72,2,3
113,about0506,7,3
113,uechian14,9,9
113,ss27713084,8,6
113,abc343665,5,3
113,eddy82465,5,7
113,yehkuosu,5,5
113,chungweng0928,5,3
114,eddy82465,7,6
114,stb61307,7,6
114,peiru19940227,5,4
114,766wjq,7,6
114,yueyuanlv,8,7
114,smith0918,8,5
114,jim4060304,7,2
114,asdpig601405,7,3
114,rosa.shen,6,5
114,mobetap,6,4
115,yehkuosu,6,6
115,about0506,6,4
115,billhsiau,7,4
115,silvster,6,6
115,abc343665,6,3
115,jim4060304,6,2
115,ourwayhu,6,3
115,yueyuanlv,7,6
115,stb61307,7,5
115,aser2589,7,6
116,s067955609,8,4
116,asdpig601405,7,3
116,spaceristic,6,5
116,mike031218,8,7
116,mobetap,6,4
116,about0506,7,3
116,766wjq,6,6
116,jerryjerryjerryy,7,1
116,yueyuanlv,6,5
116,ss27713084,6,4
118,ss27713084,8,7
118,abc343665,7,6
118,mobetap,7,6
118,JasonRoaHu,5,5
118,stb61307,7,6
118,asdpig601405,6,3
118,spaceristic,6,5
118,gogomaurice72,3,4
118,wangjin0818,7,7
118,peiru19940227,7,3
119,stb61307,7,5
119,766wjq,7,6
119,rosa.shen,6,5
119,JasonRoaHu,5,5
119,about0506,6,4
119,jim4060304,5,2
119,mobetap,7,7
119,aser2589,3,6
119,abc343665,7,6
119,yunchaohe,7,5
120,abc343665,7,7
120,stb61307,6,6
120,asdpig601405,6,3
120,yunchaohe,6,4
120,mike031218,7,7
120,a0912408595,6,4
